code,ko,en,cn
3331036,문의면,Munui-myeon,文義面
3331037,현도면,Hyeondo-myeon,賢都面
3331038,부용면,Buyong-myeon,芙蓉面
3331039,강내면,Gangnae-myeon,江內面
3331040,강외면,Gangoe-myeon,江外面
3331041,옥산면,Oksan-myeon,玉山面
3331043,북이면,Bugi-myeon,北二面
33320,보은군,Boeun-gun,報恩郡
3332011,보은읍,Boeun-eup,報恩邑
3332031,속리산면,Songnisan-myeon,俗離山面
3332032,장안면,Jangan-myeon,長安面
3332033,마로면,Maro-myeon,馬老面
3332034,탄부면,Tanbu-myeon,炭釜面
3332035,삼승면,Samseung-myeon,三升面
3332036,수한면,Suhan-myeon,水汗面
3332037,회남면,Hoenam-myeon,懷南面
3332038,회인면,Hoein-myeon,懷仁面
3332039,내북면,Naebuk-myeon,內北面
3332040,산외면,Sanoe-myeon,山外面
33330,옥천군,Okcheon-gun,沃川郡
3333011,옥천읍,Okcheon-eup,沃川邑
3333031,동이면,Dongi-myeon,東二面
3333032,안남면,Annam-myeon,安南面
3333033,안내면,Annae-myeon,安內面
3333034,청성면,Cheongseong-myeon,靑城面
3333035,청산면,Cheongsan-myeon,靑山面
3333036,이원면,Iwon-myeon,伊院面
3333037,군서면,Gunseo-myeon,郡西面
3333038,군북면,Gunbuk-myeon,郡北面
33340,영동군,Yeongdong-gun,永同郡
3334011,영동읍,Yeongdong-eup,永同邑
3334031,용산면,Yongsan-myeon,龍山面
3334032,황간면,Hwanggan-myeon,黃澗面
3334033,추풍령면,Chupungnyeong-myeon,秋風嶺面
3334034,매곡면,Maegok-myeon,梅谷面
3334035,상촌면,Sangchon-myeon,上村面
3334036,양강면,Yanggang-myeon,陽江面
3334037,용화면,Yonghwa-myeon,龍化面
3334038,학산면,Haksan-myeon,鶴山面
3334039,양산면,Yangsan-myeon,陽山面
3334040,심천면,Simcheon-myeon,深川面
33390,증평군,Jeungpyeong-gun,曾坪郡
3339014,증평읍,Jeungpyeong-eup,曾坪邑
3339031,도안면,Doan-myeon,道安面
33350,진천군,Jincheon-gun,鎭川郡
3335011,진천읍,Jincheon-eup,鎭川邑
3335031,덕산면,Deoksan-myeon,德山面
3335032,초평면,Chopyeong-myeon,草坪面
3335033,문백면,Munbaek-myeon,文白面
3335034,백곡면,Baekgok-myeon,栢谷面
3335035,이월면,Iwol-myeon,梨月面
3335036,광혜원면,Gwanghyewon-myeon,廣惠院面
33360,괴산군,Goesan-gun,槐山郡
3336011,괴산읍,Goesan-eup,槐山邑
3336031,감물면,Gammul-myeon,甘勿面
3336032,장연면,Jangyeon-myeon,長延面
3336033,연풍면,Yeonpung-myeon,延豊面
3336034,칠성면,Chilseong-myeon,七星面
3336035,문광면,Mungwang-myeon,文光面
3336036,청천면,Cheongcheon-myeon,靑川面
3336037,청안면,Cheongan-myeon,靑安面
3336038,사리면,Sari-myeon,沙梨面
3336039,소수면,Sosu-myeon,沼壽面
3336040,불정면,Buljeong-myeon,佛頂面
33370,음성군,Eumseong-gun,陰城郡
3337011,음성읍,Eumseong-eup,陰城邑
3337012,금왕읍,Geumwang-eup,金旺邑
3337031,소이면,Soi-myeon,蘇伊面
3337032,원남면,Wonnam-myeon,遠南面
3337033,맹동면,Maengdong-myeon,孟洞面
3337034,대소면,Daeso-myeon,大所面
3337035,삼성면,Samseong-myeon,三成面
3337036,생극면,Saenggeuk-myeon,笙極面
3337037,감곡면,Gamgok-myeon,甘谷面
33380,단양군,Danyang-gun,丹陽郡
3338011,단양읍,Danyang-eup,丹陽邑
3338012,매포읍,Maepo-eup,梅浦邑
3338031,단성면,Danseong-myeon,丹城面
3338032,대강면,Daegang-myeon,大崗面
3338033,가곡면,Gagok-myeon,佳谷面
3338034,영춘면,Yeongchun-myeon,永春面
3338035,어상천면,Eosangcheon-myeon,魚上川面
3338036,적성면,Jeokseong-myeon,赤城面
34,충청남도,Chungcheongnam-do,忠淸南道
34010,천안시,Cheonan-si,天安市
34011,동남구,Dongnam-gu,東南區
3401111,목천읍,Mokcheon-eup,木川邑
3401131,풍세면,Pungse-myeon,豊歲面
3401132,광덕면,Gwangdeok-myeon,廣德面
3401133,북면,Buk-myeon,北面
3401134,성남면,Seongnam-myeon,城南面
3401135,수신면,Susin-myeon,修身面
3401136,병천면,Byeongcheon-myeon,竝川面
3401137,동면,Dong-myeon,東面
3401151,중앙동,Jungang-dong,中央洞
3401152,문성동,Munseong-dong,文城洞
3401153,원성1동,Wonseong 1(il)-dong,院城1洞
3401154,원성2동,Wonseong 2(i)-dong,院城2洞
3401155,봉명동,Bongmyeong-dong,鳳鳴洞
3401156,일봉동,Ilbong-dong,日峰洞
3401157,신방동,Sinbang-dong,新方洞
3401158,청룡동,Cheongnyong-dong,靑龍洞
3401159,신안동,Sinan-dong,新安洞
34012,서북구,Sebuk-gu,西北區
3401211,성환읍,Seonghwan-eup,成歡邑
3401212,성거읍,Seonggeo-eup,聖居邑
3401213,직산읍,Jiksan-eup,稷山邑
3401231,입장면,Ipjang-myeon,笠場面
3401251,성정1동,Seongjeong 1(il)-dong,星井1洞
3401252,성정2동,Seongjeong 2(i)-dong,星井2洞
3401253,쌍용1동,Ssangyong 1(il)-dong,雙龍1洞
3401254,쌍용2동,Ssangyong 2(i)-dong,雙龍2洞
3401255,쌍용3동,Ssangyong 3(sam)-dong,雙龍3洞
3401256,백석동,Baekseok-dong,白石洞
3401257,부성동,Buseong-dong,富城洞
34020,공주시,Gongju-si,公州市
3402011,유구읍,Yugu-eup,維鳩邑
3402031,이인면,Iin-myeon,利仁面
3402032,탄천면,Tancheon-myeon,灘川面
3402033,계룡면,Gyeryong-myeon,鷄龍面
3402034,반포면,Banpo-myeon,反浦面
3402035,장기면,Janggi-myeon,長岐面
3402036,의당면,Uidang-myeon,儀堂面
3402037,정안면,Jeongan-myeon,正安面
3402038,우성면,Useong-myeon,牛城面
3402039,사곡면,Sagok-myeon,寺谷面
3402040,신풍면,Sinpung-myeon,新豊面
3402051,중학동,Junghak-dong,中學洞
3402055,금학동,Geumhak-dong,金鶴洞
3402056,옥룡동,Ongnyong-dong,玉龍洞
3402057,신관동,Singwan-dong,新官洞
3402058,웅진동,Ungjin-dong,熊津洞
34030,보령시,Boryeong-si,保寧市
3403011,웅천읍,Ungcheon-eup,熊川邑
3403031,주포면,Jupo-myeon,周浦面
3403032,주교면,Jugyo-myeon,舟橋面
3403033,오천면,Ocheon-myeon,鰲川面
3403034,천북면,Cheonbuk-myeon,川北面
3403035,청소면,Cheongso-myeon,靑所面
3403036,청라면,Cheongna-myeon,靑蘿面
3403037,남포면,Nampo-myeon,藍浦面
3403038,주산면,Jusan-myeon,珠山面
3403039,미산면,Misan-myeon,嵋山面
3403040,성주면,Seongju-myeon,聖住面
3403051,대천1동,Daecheon 1(il)-dong,大川1洞
3403052,대천2동,Daecheon 2(i)-dong,大川2洞
3403053,대천3동,Daecheon 3(sam)-dong,大川3洞
3403054,대천4동,Daecheon4(sa)-dong,大川4洞
3403056,대천5동,Daecheon 5(o)-dong,大川5洞
34040,아산시,Asan-si,牙山市
3404011,염치읍,Yeomchi-eup,鹽峙邑
3404012,배방읍,Baebang-eup,排芳邑
3404031,송악면 ,Songak-myeon,松岳面
3404033,탕정면,Tangjeong-myeon,湯井面
3404034,음봉면,Eumbong-myeon,陰峰面
3404035,둔포면,Dunpo-myeon,屯浦面
3404036,영인면,Yeongin-myeon,靈仁面
3404037,인주면,Inju-myeon,仁州面
3404038,선장면,Seonjang-myeon,仙掌面
3404039,도고면,Dogo-myeon,道高面
3404040,신창면,Sinchang-myeon,新昌面
3404051,온양1동,Onyang 1(il)-dong,溫陽1洞
3404052,온양2동,Onyang 2(i)-dong,溫陽2洞
3404053,온양3동,Onyang 3(sam)-dong,溫陽3洞
3404054,온양4동,Onyang 4(sa)-dong,溫陽4洞
3404055,온양5동,Onyang 5(o)-dong,溫陽5洞
3404056,온양6동,Onyang 6(yuk)-dong,溫陽6洞
34050,서산시,Seosan-si,瑞山市
3405011,대산읍,Daesan-eup,大山邑
3405031,인지면,Inji-myeon,仁旨面
3405032,부석면,Buseok-myeon,浮石面
3405033,팔봉면,Palbong-myeon,八峰面
3405034,지곡면,Jigok-myeon,地谷面
3405035,성연면,Seongyeon-myeon,聖淵面
3405036,음암면,Eumam-myeon,音岩面
3405037,운산면,Unsan-myeon,雲山面
3405038,해미면,Haemi-myeon,海美面
3405039,고북면,Gobuk-myeon,高北面
3405051,부춘동,Buchun-dong,富春洞
3405052,동문1동,Dongmun 1(il)-dong,東門1洞
3405053,동문2동,Dongmun 2(i)-dong,東門2洞
3405054,수석동,Suseok-dong,壽石洞
3405055,석남동 ,Seongnam-dong,石南洞
34060,논산시,Nonsan-si,論山市
3406011,강경읍,Ganggyeong-eup,江景邑
3406012,연무읍,Yeonmu-eup,鍊武邑
3406031,성동면,Seongdong-myeon,城東面
3406032,광석면,Gwangseok-myeon,光石面
3406033,노성면,Noseong-myeon,魯城面
3406034,상월면,Sangwol-myeon,上月面
3406035,부적면,Bujeok-myeon,夫赤面
3406036,연산면,Yeonsan-myeon,連山面
3406037,벌곡면,Beolgok-myeon,伐谷面
3406038,양촌면,Yangchon-myeon,陽村面
3406039,가야곡면,Gayagok-myeon,可也谷面
3406040,은진면,Eunjin-myeon,恩津面
3406041,채운면,Chaeun-myeon,彩雲面
3406051,취암동,Chwiam-dong,鷲岩洞
3406052,부창동,Buchang-dong,富倉洞
34070,계룡시,Gyeryong-si,鷄龍市
3407031,두마면,Duma-myeon,豆磨面
3407033,엄사면,Eomsa-myeon,奄寺面
3407034,신도안면,Sindoan_myeon,新都案面
3407051,금암동,Geumam-dong,金岩洞
34310,금산군,Geumsan-gun,錦山郡
3431011,금산읍,Geumsan-eup,錦山邑
3431031,금성면,Geumseong-myeon,錦城面
3431032,제원면,Jewon-myeon,濟原面
3431033,부리면,Buri-myeon,富利面
3431034,군북면,Gunbuk-myeon,郡北面
3431035,남일면,Namil-myeon,南一面
3431036,남이면,Nami-myeon,南二面
3431037,진산면,Jinsan-myeon,珍山面
3431038,복수면,Boksu-myeon,福壽面
3431039,추부면,Chubu-myeon,秋富面
34320,연기군,Yeongi-gun,燕岐郡
3432011,조치원읍,Jochiwon-eup,鳥致院邑
3432031,동면,Dong-myeon,東面
3432032,서면,Seo-myeon,西面
3432033,남면,Nam-myeon,南面
3432034,금남면,Geumnam-myeon,錦南面
3432035,전의면,Jeonui-myeon,全義面
3432036,전동면,Jeondong-myeon,全東面
3432037,소정면,Sojeong-myeon,小井面
34330,부여군,Buyeo-gun,扶餘郡
3433011,부여읍,Buyeo-eup,扶餘邑
3433031,규암면,Gyuam-myeon,窺岩面
3433032,은산면,Eunsan-myeon,恩山面
3433033,외산면,Oesan-myeon,外山面
3433034,내산면,Naesan-myeon,內山面
3433035,구룡면,Guryong-myeon,九龍面
3433036,홍산면,Hongsan-myeon,鴻山面
3433037,옥산면,Oksan-myeon,玉山面
3433038,남면,Nam-myeon,南面
3433039,충화면,Chunghwa-myeon,忠化面
3433040,양화면,Yanghwa-myeon,良花面
3433041,임천면,Imcheon-myeon,林川面
3433042,장암면,Jangam-myeon,場岩面
3433043,세도면,Sedo-myeon,世道面
3433044,석성면,Seokseong-myeon,石城面
3433045,초촌면,Chochon-myeon,草村面
34340,서천군,Seocheon-gun,舒川郡
3434011,장항읍,Janghang-eup,長項邑
3434012,서천읍,Seocheon-eup,舒川邑
3434031,마서면,Maseo-myeon,馬西面
3434032,화양면,Hwayang-myeon,華陽面
3434033,기산면,Gisan-myeon,麒山面
3434034,한산면,Hansan-myeon,韓山面
3434035,마산면,Masan-myeon,馬山面
3434036,시초면,Sicho-myeon,時草面
3434037,문산면,Munsan-myeon,文山面
3434038,판교면,Pangyo-myeon,板橋面
3434039,종천면,Jongcheon-myeon,鍾川面
3434040,비인면,Biin-myeon,庇仁面
3434041,서면,Seo-myeon,西面
34350,청양군,Cheongyang-gun,靑陽郡
3435011,청양읍,Cheongyang-eup,靑陽邑
3435031,운곡면,Ungok-myeon,雲谷面
3435032,대치면,Daechi-myeon,大峙面
3435033,정산면,Jeongsan-myeon,定山面
3435034,목면,Mok-myeon,木面
3435035,청남면,Cheongnam-myeon,靑南面
3435036,장평면,Jangpyeong-myeon,長坪面
3435037,남양면,Namyang-myeon,南陽面
3435038,화성면,Hwaseong-myeon,化城面
3435039,비봉면,Bibong-myeon,飛鳳面
34360,홍성군,Hongseong-gun,洪城郡
3436011,홍성읍,Hongseong-eup,洪城邑
3436012,광천읍,Gwangcheon-eup,廣川邑
3436031,홍북면,Hongbuk-myeon,洪北面
3436032,금마면,Geumma-myeon,金馬面
3436033,홍동면,Hongdong-myeon,洪東面
3436034,장곡면,Janggok-myeon,長谷面
3436035,은하면,Eunha-myeon,銀河面
3436036,결성면,Gyeolseong-myeon,結成面
3436037,서부면,Seobu-myeon,西部面
3436038,갈산면,Galsan-myeon,葛山面
3436039,구항면,Guhang-myeon,龜項面
34370,예산군,Yesan-gun,禮山郡
3437011,예산읍,Yesan-eup,禮山邑
3437012,삽교읍,Sapgyo-eup,揷橋邑
3437031,대술면,Daesul-myeon,大述面
3437032,신양면,Sinyang-myeon,新陽面
3437033,광시면,Gwangsi-myeon,光時面
3437034,대흥면,Daeheung-myeon,大興面
3437035,응봉면,Eungbong-myeon,鷹峰面
3437036,덕산면,Deoksan-myeon,德山面
3437037,봉산면,Bongsan-myeon,鳳山面
3437038,고덕면,Godeok-myeon,古德面
3437039,신암면,Sinam-myeon,新岩面
3437040,오가면,Oga-myeon,吾可面
34380,태안군,Taean-gun,泰安郡
3438011,태안읍,Taean-eup,泰安邑
3438012,안면읍,Anmyeon-eup,安眠邑
3438031,고남면,Gonam-myeon,高南面
3438032,남면,Nam-myeon,南面
3438033,근흥면,Geunheung-myeon,近興面
3438034,소원면,Sowon-myeon,所遠面
3438035,원북면,Wonbuk-myeon,遠北面
3438036,이원면,Iwon-myeon,梨原面
34390,당진군,Dangjin-gun,唐津郡
3439011,당진읍,Dangjin-eup,唐津邑
3439012,합덕읍,Hapdeok-eup,合德邑
3439013,송악읍,Songak-eup,松岳邑
3439031,고대면,Godae-myeon,高大面
3439032,석문면,Seongmun-myeon,石門面
3439033,대호지면,Daehoji-myeon,大湖芝面
3439034,정미면,Jeongmi-myeon,貞美面
3439035,면천면,Myeoncheon-myeon,沔川面
3439036,순성면,Sunseong-myeon,順城面
3439037,우강면,Ugang-myeon,牛江面
3439038,신평면,Sinpyeong-myeon,新平面
3439040,송산면,Songsan-myeon,松山面
35,전라북도,Jeollabuk-do,全羅北道
35010,전주시,Jeonju-si,全州市
35011,완산구,Wansan-gu,完山區
3501174,중앙동,Jungang-dong,中央洞
3501175,풍남동,Pungnam-dong,豊南洞
3501176,노송동,Nosong-dong,老松洞
3501177,완산동,Wansan-dong,完山洞
3501160,동서학동,Dongseohak-dong,東棲鶴洞
3501161,서서학동,Seoseohak-dong,西棲鶴洞
3501162,중화산1동,Junghwasan 1(il)-dong,中華山1洞
3501163,중화산2동,Junghwasan 2(i)-dong,中華山2洞
3501164,평화1동,Pyeonghwa 1(il)-dong,平和1洞
3501165,평화2동,Pyeonghwa 2(i)-dong,平和2洞
3501166,서신동,Seosin-dong,西新洞
3501167,삼천1동,Samcheon 1(il)-dong,三川1洞
3501168,삼천2동,Samcheon 2(i)-dong,三川2洞
3501169,삼천3동,Samcheon 3(sam)-dong,三川3洞
3501170,효자1동,Hyoja 1(il)-dong,孝子1洞
3501171,효자2동,Hyoja 2(i)-dong,孝子2洞
3501172,효자3동,Hyoja 3(sam)-dong,孝子3洞
3501173,효자4동,Hyoja 4(sa)-dong,孝子4洞
35012,덕진구,Deokjin-gu,德津區
3501269,진북동,Jinbuk-dong,鎭北洞
3501254,인후1동,Inhu 1(il)-dong,麟後1洞
3501255,인후2동,Inhu 2(i)-dong,麟後2洞
3501256,인후3동,Inhu 3(sam)-dong,麟後3洞
3501257,덕진동,Deokjin-dong,德津洞
3501258,금암1동,Geumam 1(il)-dong,金岩1洞
3501259,금암2동,Geumam 2(i)-dong,金岩2洞
3501260,팔복동,Palbok-dong,八福洞
3501261,우아1동,Ua 1(il)-dong,牛牙1洞
3501262,우아2동,Ua 2(i)-dong,牛牙2洞
3501263,호성동,Hoseong-dong,湖城洞
3501265,송천1동,Songcheon 1(il)-dong,松川1洞
3501266,송천2동,Songcheon 2(i)-dong,松川2洞
3501267,조촌동,Jochon-dong,助村洞
3501268,동산동,Dongsan-dong,東山洞
35020,군산시,Gunsan-si,群山市
3502011,옥구읍,Okgu-eup,沃溝邑
3502031,옥산면,Oksan-myeon,玉山面
3502032,회현면,Hoehyeon-myeon,澮縣面
3502033,임피면,Impi-myeon,臨陂面
3502034,서수면,Seosu-myeon,瑞穗面
3502035,대야면,Daeya-myeon,大野面
3502036,개정면,Gaejeong-myeon,開井面
3502037,성산면,Seongsan-myeon,聖山面
3502038,나포면,Napo-myeon,羅浦面
3502039,옥도면,Okdo-myeon,沃島面
3502040,옥서면,Okseo-myeon,沃西面
3502051,해신동,Haesin-dong,海新洞
3502053,월명동,Wolmyeong-dong,月明洞
3502055,신풍동,Sinpung-dong,新豊洞
3502056,삼학동,Samhak-dong,三鶴洞
3502060,중앙동,Jungang-dong,中央洞
3502064,흥남동,Heungnam-dong,興南洞
3502065,조촌동,Jochon-dong,助村洞
3502066,경암동,Gyeongam-dong,京岩洞
3502067,구암동,Guam-dong,龜岩洞
3502068,개정동,Gaejeong-dong,開井洞
3502069,수송동,Susong-dong,秀松洞
3502070,나운1동,Naun 1(il)-dong,羅雲1洞
3502071,나운2동,Naun 2(i)-dong,羅雲2洞
3502074,나운3동,Naun 3(sam)-dong,羅雲3洞
3502072,소룡동,Soryong-dong,小龍洞
3502073,미성동,Miseong-dong,米星洞
35030,익산시,Iksan-si,益山市
3503011,함열읍,Hamyeol-eup,咸悅邑
3503031,오산면,Osan-myeon,五山面
3503032,황등면,Hwangdeung-myeon,黃登面
3503033,함라면,Hamna-myeon,咸羅面
3503034,웅포면,Ungpo-myeon,熊浦面
3503035,성당면,Seongdang-myeon,聖堂面
3503036,용안면,Yongan-myeon,龍安面
3503037,낭산면,Nangsan-myeon,郎山面
3503038,망성면,Mangseong-myeon,望城面
3503039,여산면,Yeosan-myeon,礪山面
3503040,금마면,Geumma-myeon,金馬面
3503041,왕궁면,Wanggung-myeon,王宮面
3503042,춘포면,Chunpo-myeon,春浦面
3503043,삼기면,Samgi-myeon,三箕面
3503044,용동면,Yongdong-myeon,龍東面
3503051,중앙동,Jungang-dong,中央洞
3503053,평화동,Pyeonghwa-dong,平和洞
3503055,인화동,Inhwa-dong,仁和洞
3503057,동산동,Dongsan-dong,銅山洞
3503058,마동,Ma-dong,馬洞
3503059,남중동,Namjung-dong,南中洞
3503061,모현동,Mohyeon-dong,慕縣洞
3503062,송학동,Songhak-dong,松鶴洞
3503065,신동,Sin-dong,新洞
3503066,영등1동,Yeongdeung 1(il)-dong,永登1洞
3503071,영등2동,Yeongdeung 2(i)-dong,永登2洞
3503072,어양동,Eoyang-dong,於陽洞
3503069,팔봉동,Palbong-dong,八峰洞
3503070,삼성동,Samseong-dong,三星洞
35040,정읍시,Jeongeup-si,井邑市
3504011,신태인읍,Sintaein-eup,新泰仁邑
3504031,북면,Buk-myeon,北面
3504032,입암면,Ibam-myeon,笠岩面
3504033,소성면,Soseong-myeon,所聲面
3504034,고부면,Gobu-myeon,古阜面
3504035,영원면,Yeongwon-myeon,永元面
3504036,덕천면,Deokcheon-myeon,德川面
3504037,이평면,Ipyeong-myeon,梨坪面
3504038,정우면,Jeongu-myeon,淨雨面
3504039,태인면,Taein-myeon,泰仁面
3504040,감곡면,Gamgok-myeon,甘谷面
3504041,옹동면,Ongdong-myeon,瓮東面
3504042,칠보면,Chilbo-myeon,七寶面
3504043,산내면,Sannae-myeon,山內面
3504044,산외면,Sanoe-myeon,山外面
3504051,수성동,Suseong-dong,水城洞
3504052,장명동,Jangmyeong-dong,長明洞
3504053,내장상동,Naejangsang-dong,內藏上洞
3504054,시기동,Sigi-dong,市其洞
3504056,시기3동,Sigi 3(sam)-dong,市其3洞
3504057,연지동,Yeonji-dong,蓮池洞
3504058,농소동,Nongso-dong,農所洞
3504059,상교동,Sanggyo-dong,上橋洞
35050,남원시,Namwon-si,南原市
3505011,운봉읍,Unbong-eup,雲峯邑
3505031,주천면,Jucheon-myeon,朱川面
3505032,수지면,Suji-myeon,水旨面
3505033,송동면,Songdong-myeon,松洞面
3505034,주생면,Jusaeng-myeon,周生面
3505035,금지면,Geumji-myeon,金池面
3505036,대강면,Daegang-myeon,帶江面
3505037,대산면,Daesan-myeon,大山面
3505038,사매면,Samae-myeon,巳梅面
3505039,덕과면,Deokgwa-myeon,德果面
3505040,보절면,Bojeol-myeon,寶節面
3505041,산동면,Sandong-myeon,山東面
3505042,이백면,Ibaek-myeon,二百面
3505043,인월면,Inwol-myeon,引月面
3505044,아영면,Ayeong-myeon,阿英面
3505045,산내면,Sannae-myeon,山內面
3505051,동충동,Dongchung-dong,東忠洞
3505052,죽항동,Jukhang-dong,竹巷洞
3505054,노암동,Noam-dong,鷺岩洞
3505055,금동,Geum-dong,錦洞
3505056,왕정동,Wangjeong-dong,王亭洞
3505057,향교동,Hyanggyo-dong,鄕校洞
3505059,도통동,Dotong-dong,道通洞
35060,김제시,Gimje-si,金堤市
3506011,만경읍,Mangyeong-eup,萬頃邑
3506031,죽산면,Juksan-myeon,竹山面
3506032,백산면,Baeksan-myeon,白山面
3506033,용지면,Yongji-myeon,龍池面
3506034,백구면,Baekgu-myeon,白鷗面
3506035,부량면,Buryang-myeon,扶梁面
3506036,공덕면,Gongdeok-myeon,孔德面
3506037,청하면,Cheongha-myeon,靑蝦面
3506038,성덕면,Seongdeok-myeon,聖德面
3506039,진봉면,Jinbong-myeon,進鳳面
3506040,금구면,Geumgu-myeon,金溝面
3506041,봉남면,Bongnam-myeon,鳳南面
3506042,황산면,Hwangsan-myeon,凰山面
3506043,금산면,Geumsan-myeon,金山面
3506044,광활면,Gwanghwal-myeon,廣活面
3506051,요촌동,Yochon-dong,堯村洞
3506052,신풍동,Sinpung-dong,新豊洞
3506054,검산동,Geomsan-dong,劒山洞
3506057,교동월촌동,Gyodongwolchon-dong,校洞月村洞
35310,완주군,Wanju-gun,完州郡
3531011,삼례읍,Samnye-eup,參禮邑
3531012,봉동읍,Bongdong-eup,鳳東邑
3531031,용진면,Yongjin-myeon,龍進面
3531032,상관면,Sanggwan-myeon,上關面
3531033,이서면,Iseo-myeon,伊西面
3531034,소양면,Soyang-myeon,所陽面
3531035,구이면,Gui-myeon,九耳面
3531036,고산면,Gosan-myeon,高山面
3531037,비봉면,Bibong-myeon,飛鳳面
3531038,운주면,Unju-myeon,雲州面
3531039,화산면,Hwasan-myeon,華山面
3531040,동상면,Dongsang-myeon,東上面
3531041,경천면,Gyeongcheon-myeon,庚川面
35320,진안군,Jinan-gun,鎭安郡
3532011,진안읍,Jinan-eup,鎭安邑
3532031,용담면,Yongdam-myeon,龍潭面
3532032,안천면,Ancheon-myeon,顔川面
3532033,동향면,Donghyang-myeon,銅鄕面
3532034,상전면,Sangjeon-myeon,上田面
3532035,백운면,Baegun-myeon,白雲面
3532036,성수면,Seongsu-myeon,聖壽面
3532037,마령면,Maryeong-myeon,馬靈面
3532038,부귀면,Bugwi-myeon,富貴面
3532039,정천면,Jeongcheon-myeon,程川面
3532040,주천면,Jucheon-myeon,朱川面
35330,무주군,Muju-gun,茂朱郡
3533011,무주읍,Muju-eup,茂朱邑
3533031,무풍면,Mupung-myeon,茂豊面
3533032,설천면,Seolcheon-myeon,雪川面
3533033,적상면,Jeoksang-myeon,赤裳面
3533034,안성면,Anseong-myeon,安城面
3533035,부남면,Bunam-myeon,富南面
35340,장수군,Jangsu-gun,長水郡
3534011,장수읍,Jangsu-eup,長水邑
3534031,산서면,Sanseo-myeon,山西面
3534032,번암면,Beonam-myeon,番岩面
3534033,장계면,Janggye-myeon,長溪面
3534034,천천면,Cheoncheon-myeon,天川面
3534035,계남면,Gyenam-myeon,溪南面
3534036,계북면,Gyebuk-myeon,溪北面
35350,임실군,Imsil-gun,任實郡
3535011,임실읍,Imsil-eup,任實邑
3535031,청웅면,Cheongung-myeon,靑雄面
3535032,운암면,Unam-myeon,雲岩面
3535033,신평면,Sinpyeong-myeon,新平面
3535034,성수면,Seongsu-myeon,聖壽面
3535035,오수면,Osu-myeon,獒樹面
3535036,신덕면,Sindeok-myeon,新德面
3535037,삼계면,Samgye-myeon,三溪面
3535038,관촌면,Gwanchon-myeon,館村面
3535039,강진면,Gangjin-myeon,江津面
3535040,덕치면,Deokchi-myeon,德峙面
3535041,지사면,Jisa-myeon,只沙面
35360,순창군,Sunchang-gun,淳昌郡
3536011,순창읍,Sunchang-eup,淳昌邑
3536031,인계면,Ingye-myeon,仁溪面
3536032,동계면,Donggye-myeon,東界面
3536033,적성면,Jeokseong-myeon,赤城面
3536034,유등면,Yudeung-myeon,柳等面
3536035,풍산면,Pungsan-myeon,豊山面
3536036,금과면,Geumgwa-myeon,金果面
3536037,팔덕면,Paldeok-myeon,八德面
3536038,복흥면,Bokheung-myeon,福興面
3536039,쌍치면,Ssangchi-myeon,雙置面
3536040,구림면,Gurim-myeon,龜林面
35370,고창군,Gochang-gun,高敞郡
3537011,고창읍,Gochang-eup,高敞邑
3537031,고수면,Gosu-myeon,古水面
3537032,아산면,Asan-myeon,雅山面
3537033,무장면,Mujang-myeon,茂長面
3537034,공음면,Gongeum-myeon,孔音面
3537035,상하면,Sangha-myeon,上下面
3537036,해리면,Haeri-myeon,海里面
3537037,성송면,Seongsong-myeon,星松面
3537038,대산면,Daesan-myeon,大山面
3537039,심원면,Simwon-myeon,心元面
3537040,흥덕면,Heungdeok-myeon,興德面
3537041,성내면,Seongnae-myeon,星內面
3537042,신림면,Sillim-myeon,新林面
3537043,부안면,Buan-myeon,富安面
35380,부안군,Buan-gun,扶安郡
3538011,부안읍,Buan-eup,扶安邑
3538031,주산면,Jusan-myeon,舟山面
3538032,동진면,Dongjin-myeon,東津面
3538033,행안면,Haengan-myeon,幸安面
3538034,계화면,Gyehwa-myeon,界火面
3538035,보안면,Boan-myeon,保安面
3538036,변산면,Byeonsan-myeon,邊山面
3538037,진서면,Jinseo-myeon,鎭西面
3538038,백산면,Baeksan-myeon,白山面
3538039,상서면,Sangseo-myeon,上西面
3538040,하서면,Haseo-myeon,下西面
3538041,줄포면,Julpo-myeon,茁浦面
3538042,위도면,Wido-myeon,蝟島面
36,전라남도,Jeollanam-do,全羅南道
36010,목포시,Mokpo-si,木浦市
3601051,용당1동,Yongdang 1(il)-dong,龍塘1洞
3601052,용당2동,Yongdang 2(i)-dong,龍塘2洞
3601053,연동,Yeon-dong,蓮洞
3601055,산정동,Sanjeong-dong,山亭洞
3601056,연산동,Yeonsan-dong,連山洞
3601057,원산동,Wonsan-dong,元山洞
3601058,대성동,Daeseong-dong,大成洞
3601060,목원동,Mokwon-dong,木元洞
3601062,동명동,Dongmyeong-dong,東明洞
3601063,삼학동,Samhak-dong,三鶴洞
3601064,만호동,Manho-dong,萬戶洞
3601065,유달동,Yudal-dong,儒達洞
3601067,죽교동,Jukgyo-dong,竹橋洞
3601068,북항동,Bukhang-dong,北港洞
3601069,용해동,Yonghae-dong,龍海洞
3601070,이로동,Iro-dong,二老洞
3601071,상동,Sang-dong,上洞
3601072,하당동,Hadang-dong,下塘洞
3601073,신흥동,Sinheung-dong,新興洞
3601074,삼향동,Samhyang-dong,玉岩洞
3601075,옥암동,Ogam-dong,玉岩洞
3601076,부흥동,Buheung-dong,復興洞
36020,여수시,Yeosu-si,麗水市
3602011,돌산읍,Dolsan-eup,突山邑
