assembly_id,name,url
2,이용설,/wiki/%EC%9D%B4%EC%9A%A9%EC%84%A4
2,이재학,/wiki/%EC%9D%B4%EC%9E%AC%ED%95%99
2,이재형,/wiki/%EC%9D%B4%EC%9E%AC%ED%98%95_(1914%EB%85%84)
2,이종린,/wiki/%EC%9D%B4%EC%A2%85%EB%A6%B0_(1883%EB%85%84)
2,이종성,/wiki/%EC%9D%B4%EC%A2%85%EC%84%B1_(1889%EB%85%84)
2,이종수,/wiki/%EC%9D%B4%EC%A2%85%EC%88%98_(1921%EB%85%84)
2,이종순,/wiki/%EC%9D%B4%EC%A2%85%EC%88%9C_(1908%EB%85%84)
2,이종영,/wiki/%EC%9D%B4%EC%A2%85%ED%98%95
2,이종욱,/wiki/%EC%9D%B4%EC%A2%85%EC%9A%B1_(%EC%8A%B9%EB%A0%A4)
2,이종현,/wiki/%EC%9D%B4%EC%A2%85%ED%98%84_(%EC%A0%95%EC%B9%98%EC%9D%B8)
2,이진수,/wiki/%EC%9D%B4%EC%A7%84%EC%88%98_(1900%EB%85%84)
2,이채오,/wiki/%EC%9D%B4%EC%B1%84%EC%98%A4
2,이춘기,/wiki/%EC%9D%B4%EC%B6%98%EA%B8%B0
2,이충환,/wiki/%EC%9D%B4%EC%B6%A9%ED%99%98
2,이판열,/wiki/%EC%9D%B4%ED%8C%90%EC%97%B4
2,이학림,/wiki/%EC%9D%B4%ED%95%99%EB%A6%BC
2,이한창,/wiki/%EC%9D%B4%ED%95%9C%EC%B0%BD
2,이협우,/wiki/%EC%9D%B4%ED%98%91%EC%9A%B0
2,이호근,/wiki/%EC%9D%B4%ED%98%B8%EA%B7%BC_(1915%EB%85%84)
2,임기봉,/wiki/%EC%9E%84%EA%B8%B0%EB%B4%89
2,임영신,/wiki/%EC%9E%84%EC%98%81%EC%8B%A0
2,임용순,/wiki/%EC%9E%84%EC%9A%A9%EC%88%9C
2,임흥순,/wiki/%EC%9E%84%ED%9D%A5%EC%88%9C
2,장건상,/wiki/%EC%9E%A5%EA%B1%B4%EC%83%81
2,장연송,/wiki/%EC%9E%A5%EC%97%B0%EC%86%A1
2,장택상,/wiki/%EC%9E%A5%ED%83%9D%EC%83%81
2,장홍염,/wiki/%EC%9E%A5%ED%99%8D%EC%97%BC
2,전진한,/wiki/%EC%A0%84%EC%A7%84%ED%95%9C
2,정기원,/wiki/%EC%A0%95%EA%B8%B0%EC%9B%90
2,정남국,/wiki/%EC%A0%95%EB%82%A8%EA%B5%AD
2,정문흠,/wiki/%EC%A0%95%EB%AC%B8%ED%9D%A0
2,정순조,/wiki/%EC%A0%95%EC%88%9C%EC%A1%B0_(1888%EB%85%84)
2,정인식,/wiki/%EC%A0%95%EC%9D%B8%EC%8B%9D
2,정일형,/wiki/%EC%A0%95%EC%9D%BC%ED%98%95
2,정재완,/wiki/%EC%A0%95%EC%9E%AC%EC%99%84
2,정헌조,/wiki/%EC%A0%95%ED%97%8C%EC%A1%B0
2,정헌주,/wiki/%EC%A0%95%ED%97%8C%EC%A3%BC
2,조경규,/wiki/%EC%A1%B0%EA%B2%BD%EA%B7%9C
2,조광섭,/wiki/%EC%A1%B0%EA%B4%91%EC%84%AD
2,조규설,/wiki/%EC%A1%B0%EA%B7%9C%EC%84%A4
2,조대연,/wiki/%EC%A1%B0%EB%8C%80%EC%97%B0
2,조병문,/wiki/%EC%A1%B0%EB%B3%91%EB%AC%B8
2,조봉암,/wiki/%EC%A1%B0%EB%B4%89%EC%95%94
2,조소앙,/wiki/%EC%A1%B0%EC%86%8C%EC%95%99
2,조순,/wiki/%EC%A1%B0%EC%88%9C_(1913%EB%85%84)
2,조시원,/wiki/%EC%A1%B0%EC%8B%9C%EC%9B%90
2,조정훈,/wiki/%EC%A1%B0%EC%A0%95%ED%9B%88_(1914%EB%85%84)
2,조종승,/wiki/%EC%A1%B0%EC%A2%85%EC%8A%B9
2,조주영,/wiki/%EC%A1%B0%EC%A3%BC%EC%98%81
2,조헌영,/wiki/%EC%A1%B0%ED%97%8C%EC%98%81
2,지연해,/wiki/%EC%A7%80%EC%97%B0%ED%95%B4
